Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/parentscience/active_person_count/aggregate-Month-pi,0.183391,0.183386,,0.093527,0.093523
Jobs/parentscience/active_person_count/aggregate-Month-public,0.177678,0.177674,,0.086493,0.086486
Jobs/parentscience/active_person_count/aggregate-Month-usr,0.184332,0.184327,,0.088121,0.088118
Jobs/parentscience/active_person_count/aggregate-Quarter-cd,0.349826,0.349822,,0.141661,0.141658
Jobs/parentscience/active_person_count/aggregate-Quarter-cs,0.349203,0.349198,,0.133866,0.133863
Jobs/parentscience/active_person_count/aggregate-Quarter-pi,0.345432,0.345428,,0.122677,0.122674
Jobs/parentscience/active_person_count/aggregate-Quarter-public,0.345139,0.345135,,0.138946,0.138943
Jobs/parentscience/active_person_count/aggregate-Quarter-usr,0.361852,0.361847,,0.123407,0.123404
Jobs/parentscience/active_person_count/aggregate-Year-cd,0.967471,0.967466,,0.37904,0.379036
Jobs/parentscience/active_person_count/aggregate-Year-cs,0.980865,0.980859,,0.316951,0.316945
Jobs/parentscience/active_person_count/aggregate-Year-pi,0.953364,0.95336,,0.288191,0.288169
Jobs/parentscience/active_person_count/aggregate-Year-public,0.978942,0.978935,,0.342732,0.342728
Jobs/parentscience/active_person_count/aggregate-Year-usr,0.993223,0.993218,,0.303461,0.303451
Jobs/parentscience/active_person_count/timeseries-Day-cd,0.139845,0.139841,,0.081313,0.08131
Jobs/parentscience/active_person_count/timeseries-Day-cs,0.137596,0.137593,,0.076542,0.076538
Jobs/parentscience/active_person_count/timeseries-Day-pi,0.139458,0.139453,,0.082042,0.082038
Jobs/parentscience/active_person_count/timeseries-Day-public,0.14291,0.142906,,0.080347,0.080343
Jobs/parentscience/active_person_count/timeseries-Day-usr,0.145735,0.145729,,0.086312,0.086289
Jobs/parentscience/active_person_count/timeseries-Month-cd,0.202844,0.202841,,0.096087,0.096084
Jobs/parentscience/active_person_count/timeseries-Month-cs,0.19532,0.195316,,0.093198,0.093195
Jobs/parentscience/active_person_count/timeseries-Month-pi,0.200556,0.200529,,0.097177,0.097173
Jobs/parentscience/active_person_count/timeseries-Month-public,0.195573,0.195569,,0.096017,0.096012
Jobs/parentscience/active_person_count/timeseries-Month-usr,0.205149,0.205145,,0.099173,0.099169
Jobs/parentscience/active_person_count/timeseries-Quarter-cd,0.432463,0.43246,,0.187773,0.187769
Jobs/parentscience/active_person_count/timeseries-Quarter-cs,0.423406,0.423403,,0.185304,0.185301
Jobs/parentscience/active_person_count/timeseries-Quarter-pi,0.436873,0.436869,,0.188832,0.188829
Jobs/parentscience/active_person_count/timeseries-Quarter-public,0.401381,0.401376,,0.170653,0.170649
Jobs/parentscience/active_person_count/timeseries-Quarter-usr,0.427727,0.427722,,0.193003,0.193
Jobs/parentscience/active_person_count/timeseries-Year-cd,1.034383,1.03438,,0.373353,0.373347
Jobs/parentscience/active_person_count/timeseries-Year-cs,1.072798,1.072795,,0.299967,0.299964
Jobs/parentscience/active_person_count/timeseries-Year-pi,1.052706,1.052684,,0.377489,0.377487
Jobs/parentscience/active_person_count/timeseries-Year-public,1.03318,1.033176,,0.324032,0.324027
Jobs/parentscience/active_person_count/timeseries-Year-usr,1.044137,1.044132,,0.334736,0.334732
Jobs/parentscience/active_pi_count/aggregate-Day-cd,0.127769,0.12774,,0.073241,0.073238
Jobs/parentscience/active_pi_count/aggregate-Day-cs,0.118407,0.118404,,0.067282,0.067261
Jobs/parentscience/active_pi_count/aggregate-Day-pi,0.126875,0.12687,,0.076221,0.076218
Jobs/parentscience/active_pi_count/aggregate-Day-public,0.127112,0.127108,,0.066021,0.066017
Jobs/parentscience/active_pi_count/aggregate-Day-usr,0.134112,0.134107,,0.075011,0.075007
Jobs/parentscience/active_pi_count/aggregate-Month-cd,0.18304,0.183036,,0.086672,0.086668
Jobs/parentscience/active_pi_count/aggregate-Month-cs,0.179327,0.179317,,0.080512,0.080509
Jobs/parentscience/active_pi_count/aggregate-Month-pi,0.178943,0.178938,,0.086087,0.086084
Jobs/parentscience/active_pi_count/aggregate-Month-public,0.180371,0.180367,,0.080662,0.080659
Jobs/parentscience/active_pi_count/aggregate-Month-usr,0.189183,0.189162,,0.089125,0.089121
Jobs/parentscience/active_pi_count/aggregate-Quarter-cd,0.347853,0.347849,,0.137947,0.137943
Jobs/parentscience/active_pi_count/aggregate-Quarter-cs,0.33747,0.337467,,0.139179,0.139175
Jobs/parentscience/active_pi_count/aggregate-Quarter-pi,0.347874,0.347844,,0.149633,0.149628
Jobs/parentscience/active_pi_count/aggregate-Quarter-public,0.339178,0.339174,,0.118498,0.118493
Jobs/parentscience/active_pi_count/aggregate-Quarter-usr,0.358648,0.358644,,0.147135,0.147131
Jobs/parentscience/active_pi_count/aggregate-Year-cd,0.968838,0.968832,,0.323075,0.323071
Jobs/parentscience/active_pi_count/aggregate-Year-cs,0.944419,0.944416,,0.321696,0.321692
Jobs/parentscience/active_pi_count/aggregate-Year-pi,0.941656,0.94165,,0.269707,0.269688
Jobs/parentscience/active_pi_count/aggregate-Year-public,0.95991,0.959905,,0.338425,0.33842
Jobs/parentscience/active_pi_count/aggregate-Year-usr,0.955283,0.955278,,0.332308,0.332304
Jobs/parentscience/active_pi_count/timeseries-Day-cd,0.138068,0.138062,,0.083622,0.083619
Jobs/parentscience/active_pi_count/timeseries-Day-cs,0.137962,0.137958,,0.073384,0.07338
Jobs/parentscience/active_pi_count/timeseries-Day-pi,0.1457,0.145695,,0.08458,0.084576
Jobs/parentscience/active_pi_count/timeseries-Day-public,0.141675,0.141671,,0.082064,0.08206
Jobs/parentscience/active_pi_count/timeseries-Day-usr,0.149923,0.149919,,0.085019,0.085015
Jobs/parentscience/active_pi_count/timeseries-Month-cd,0.199785,0.19978,,0.095341,0.095338
Jobs/parentscience/active_pi_count/timeseries-Month-cs,0.195007,0.195004,,0.089974,0.08997
Jobs/parentscience/active_pi_count/timeseries-Month-pi,0.207119,0.207116,,0.113369,0.113366
Jobs/parentscience/active_pi_count/timeseries-Month-public,0.200093,0.200088,,0.096467,0.096463
Jobs/parentscience/active_pi_count/timeseries-Month-usr,0.208763,0.208757,,0.113196,0.113192
Jobs/parentscience/active_pi_count/timeseries-Quarter-cd,0.420216,0.42021,,0.189651,0.189648
Jobs/parentscience/active_pi_count/timeseries-Quarter-cs,0.420608,0.420604,,0.180203,0.180197
Jobs/parentscience/active_pi_count/timeseries-Quarter-pi,0.432824,0.43282,,0.185695,0.18569
Jobs/parentscience/active_pi_count/timeseries-Quarter-public,0.416432,0.41642,,0.165016,0.165012
Jobs/parentscience/active_pi_count/timeseries-Quarter-usr,0.418333,0.418328,,0.200725,0.200721
Jobs/parentscience/active_pi_count/timeseries-Year-cd,1.031626,1.031621,,0.348646,0.348642
Jobs/parentscience/active_pi_count/timeseries-Year-cs,1.059166,1.059162,,0.372157,0.372152
Jobs/parentscience/active_pi_count/timeseries-Year-pi,1.062086,1.06208,,0.373666,0.373662
Jobs/parentscience/active_pi_count/timeseries-Year-public,1.05275,1.052746,,0.38617,0.386164
Jobs/parentscience/active_pi_count/timeseries-Year-usr,1.021381,1.021372,,0.37775,0.377746
Jobs/parentscience/active_resource_count/aggregate-Day-cd,0.123004,0.122999,,0.070909,0.070905
Jobs/parentscience/active_resource_count/aggregate-Day-cs,0.129934,0.129929,,0.066875,0.066871
Jobs/parentscience/active_resource_count/aggregate-Day-pi,0.134497,0.134492,,0.074932,0.074928
Jobs/parentscience/active_resource_count/aggregate-Day-public,0.129709,0.129705,,0.071371,0.071367
Jobs/parentscience/active_resource_count/aggregate-Day-usr,0.131085,0.13108,,0.075549,0.075545
Jobs/parentscience/active_resource_count/aggregate-Month-cd,0.178447,0.178431,,0.082417,0.082412
Jobs/parentscience/active_resource_count/aggregate-Month-cs,0.17887,0.178865,,0.0876,0.087596
Jobs/parentscience/active_resource_count/aggregate-Month-pi,0.188477,0.188473,,0.088557,0.088553
Jobs/parentscience/active_resource_count/aggregate-Month-public,0.182372,0.182368,,0.08427,0.084267
Jobs/parentscience/active_resource_count/aggregate-Month-usr,0.184692,0.184688,,0.088389,0.088385
Jobs/parentscience/active_resource_count/aggregate-Quarter-cd,0.33517,0.335166,,0.136944,0.136939
Jobs/parentscience/active_resource_count/aggregate-Quarter-cs,0.349852,0.349839,,0.145625,0.145621
Jobs/parentscience/active_resource_count/aggregate-Quarter-pi,0.350222,0.350217,,0.139435,0.13943
Jobs/parentscience/active_resource_count/aggregate-Quarter-public,0.340857,0.340852,,0.12524,0.125235
Jobs/parentscience/active_resource_count/aggregate-Quarter-usr,0.347821,0.347816,,0.147309,0.147305
Jobs/parentscience/active_resource_count/aggregate-Year-cd,0.94713,0.947126,,0.334736,0.334707
Jobs/parentscience/active_resource_count/aggregate-Year-cs,0.96158,0.961575,,0.254952,0.254948
Jobs/parentscience/active_resource_count/aggregate-Year-pi,0.936502,0.936498,,0.312401,0.312391
Jobs/parentscience/active_resource_count/aggregate-Year-public,0.965378,0.965374,,0.276479,0.276475
Jobs/parentscience/active_resource_count/aggregate-Year-usr,0.938124,0.938119,,0.324318,0.324315
Jobs/parentscience/active_resource_count/timeseries-Day-cd,0.141105,0.141101,,0.082605,0.082602
Jobs/parentscience/active_resource_count/timeseries-Day-cs,0.137523,0.137518,,0.078818,0.078814
Jobs/parentscience/active_resource_count/timeseries-Day-pi,0.14376,0.143755,,0.084144,0.08414
Jobs/parentscience/active_resource_count/timeseries-Day-public,0.147473,0.14747,,0.078876,0.078854
Jobs/parentscience/active_resource_count/timeseries-Day-usr,0.146208,0.146202,,0.083072,0.083069
Jobs/parentscience/active_resource_count/timeseries-Month-cd,0.214514,0.214509,,0.109111,0.109108
Jobs/parentscience/active_resource_count/timeseries-Month-cs,0.193937,0.193932,,0.094767,0.094763
Jobs/parentscience/active_resource_count/timeseries-Month-pi,0.198783,0.198779,,0.118002,0.117999
Jobs/parentscience/active_resource_count/timeseries-Month-public,0.203957,0.203954,,0.096081,0.096077
Jobs/parentscience/active_resource_count/timeseries-Month-usr,0.200405,0.2004,,0.115227,0.115222
Jobs/parentscience/active_resource_count/timeseries-Quarter-cd,0.410828,0.410822,,0.181178,0.181174
Jobs/parentscience/active_resource_count/timeseries-Quarter-cs,0.442026,0.44202,,0.177844,0.1778
Jobs/parentscience/active_resource_count/timeseries-Quarter-pi,0.440503,0.440497,,0.169836,0.169833
Jobs/parentscience/active_resource_count/timeseries-Quarter-public,0.41551,0.415505,,0.157221,0.157217
Jobs/parentscience/active_resource_count/timeseries-Quarter-usr,0.427662,0.427656,,0.180601,0.180598
Jobs/parentscience/active_resource_count/timeseries-Year-cd,1.08194,1.081934,,0.366949,0.366945
Jobs/parentscience/active_resource_count/timeseries-Year-cs,1.062766,1.062761,,0.317374,0.317369
Jobs/parentscience/active_resource_count/timeseries-Year-pi,1.057421,1.057399,,0.397006,0.397002
Jobs/parentscience/active_resource_count/timeseries-Year-public,1.058037,1.058033,,0.315473,0.315469
Jobs/parentscience/active_resource_count/timeseries-Year-usr,1.011369,1.011362,,0.36913,0.369127
Jobs/parentscience/avg_cpu_hours/aggregate-Day-cd,0.138631,0.138626,,0.076675,0.07667
Jobs/parentscience/avg_cpu_hours/aggregate-Day-cs,0.133608,0.133604,,0.075531,0.075527
Jobs/parentscience/avg_cpu_hours/aggregate-Day-pi,0.145001,0.144996,,0.082679,0.082673
Jobs/parentscience/avg_cpu_hours/aggregate-Day-public,0.144242,0.144231,,0.071107,0.071103
Jobs/parentscience/avg_cpu_hours/aggregate-Day-usr,0.1467,0.146694,,0.084318,0.084313
Jobs/parentscience/avg_cpu_hours/aggregate-Month-cd,0.209515,0.20951,,0.096529,0.096525
Jobs/parentscience/avg_cpu_hours/aggregate-Month-cs,0.204428,0.204425,,0.097104,0.0971
Jobs/parentscience/avg_cpu_hours/aggregate-Month-pi,0.214479,0.214474,,0.103927,0.103923
Jobs/parentscience/avg_cpu_hours/aggregate-Month-public,0.21452,0.214516,,0.092061,0.092055
Jobs/parentscience/avg_cpu_hours/aggregate-Month-usr,0.22071,0.220705,,0.101574,0.101569
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-cd,0.416936,0.416932,,0.143514,0.143511
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-cs,0.396384,0.396379,,0.143224,0.143201
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-pi,0.424537,0.424533,,0.157454,0.157449
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-public,0.416575,0.41657,,0.139162,0.139158
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-usr,0.4283,0.428295,,0.150214,0.15021
Jobs/parentscience/avg_cpu_hours/aggregate-Year-cd,1.159937,1.159931,,0.312501,0.312495
Jobs/parentscience/avg_cpu_hours/aggregate-Year-cs,1.146125,1.14612,,0.310664,0.310658
Jobs/parentscience/avg_cpu_hours/aggregate-Year-pi,1.159822,1.159817,,0.32747,0.327466
Jobs/parentscience/avg_cpu_hours/aggregate-Year-public,1.193057,1.193051,,0.307717,0.307714
Jobs/parentscience/avg_cpu_hours/aggregate-Year-usr,1.155466,1.155457,,0.319312,0.319308
Jobs/parentscience/avg_cpu_hours/timeseries-Day-cd,0.150026,0.150021,,0.083718,0.083715
Jobs/parentscience/avg_cpu_hours/timeseries-Day-cs,0.154882,0.154875,,0.080938,0.080933
Jobs/parentscience/avg_cpu_hours/timeseries-Day-pi,0.151555,0.15155,,0.085541,0.085535
Jobs/parentscience/avg_cpu_hours/timeseries-Day-public,0.15373,0.153725,,0.085309,0.085289
Jobs/parentscience/avg_cpu_hours/timeseries-Day-usr,0.1565,0.156495,,0.085674,0.08567
Jobs/parentscience/avg_cpu_hours/timeseries-Month-cd,0.218724,0.21872,,0.101432,0.101429
Jobs/parentscience/avg_cpu_hours/timeseries-Month-cs,0.217491,0.217489,,0.097267,0.097263
Jobs/parentscience/avg_cpu_hours/timeseries-Month-pi,0.214693,0.214689,,0.103416,0.103412
Jobs/parentscience/avg_cpu_hours/timeseries-Month-public,0.216679,0.216675,,0.100634,0.10063
Jobs/parentscience/avg_cpu_hours/timeseries-Month-usr,0.221681,0.221674,,0.104293,0.104289
Jobs/parentscience/avg_cpu_hours/timeseries-Quarter-cd,0.410155,0.410149,,0.147156,0.147153
Jobs/parentscience/avg_cpu_hours/timeseries-Quarter-cs,0.421387,0.421383,,0.14869,0.148685
Jobs/parentscience/avg_cpu_hours/timeseries-Quarter-pi,0.414056,0.414052,,0.149389,0.149384
Jobs/parentscience/avg_cpu_hours/timeseries-Quarter-public,0.424703,0.424698,,0.148347,0.148342
Jobs/parentscience/avg_cpu_hours/timeseries-Quarter-usr,0.417925,0.417919,,0.149816,0.149813
Jobs/parentscience/avg_cpu_hours/timeseries-Year-cd,1.141723,1.141718,,0.312954,0.312951
Jobs/parentscience/avg_cpu_hours/timeseries-Year-cs,1.149221,1.149217,,0.315089,0.315085
Jobs/parentscience/avg_cpu_hours/timeseries-Year-pi,1.11058,1.110575,,0.315699,0.315694
Jobs/parentscience/avg_cpu_hours/timeseries-Year-public,1.114564,1.11456,,0.316801,0.316796
Jobs/parentscience/avg_cpu_hours/timeseries-Year-usr,1.092176,1.092167,,0.318794,0.318791
Jobs/parentscience/avg_gpu_hours/aggregate-Day-cd,0.134582,0.134578,,0.065602,0.065599
Jobs/parentscience/avg_gpu_hours/aggregate-Day-cs,0.134991,0.134986,,0.06958,0.069576
Jobs/parentscience/avg_gpu_hours/aggregate-Day-pi,0.146684,0.146679,,0.073209,0.073205
Jobs/parentscience/avg_gpu_hours/aggregate-Day-public,0.132583,0.132575,,0.072268,0.072264
Jobs/parentscience/avg_gpu_hours/aggregate-Day-usr,0.138803,0.138798,,0.078315,0.078312
Jobs/parentscience/avg_gpu_hours/aggregate-Month-cd,0.202092,0.202088,,0.080684,0.08068
Jobs/parentscience/avg_gpu_hours/aggregate-Month-cs,0.203007,0.203003,,0.083952,0.083948
Jobs/parentscience/avg_gpu_hours/aggregate-Month-pi,0.205817,0.205811,,0.090822,0.090818
Jobs/parentscience/avg_gpu_hours/aggregate-Month-public,0.20847,0.208467,,0.088006,0.088002
Jobs/parentscience/avg_gpu_hours/aggregate-Month-usr,0.207403,0.207398,,0.093958,0.093954
Jobs/parentscience/avg_gpu_hours/aggregate-Quarter-cd,0.392597,0.392592,,0.123256,0.123252
Jobs/parentscience/avg_gpu_hours/aggregate-Quarter-cs,0.395033,0.395029,,0.121286,0.121283
Jobs/parentscience/avg_gpu_hours/aggregate-Quarter-pi,0.394694,0.39469,,0.130314,0.13031
Jobs/parentscience/avg_gpu_hours/aggregate-Quarter-public,0.378229,0.378223,,0.124358,0.124353
Jobs/parentscience/avg_gpu_hours/aggregate-Quarter-usr,0.403598,0.403593,,0.131486,0.131483
Jobs/parentscience/avg_gpu_hours/aggregate-Year-cd,1.086813,1.086808,,0.258975,0.25897
Jobs/parentscience/avg_gpu_hours/aggregate-Year-cs,1.093631,1.093626,,0.249133,0.24913
Jobs/parentscience/avg_gpu_hours/aggregate-Year-pi,1.101495,1.101491,,0.253389,0.253384
Jobs/parentscience/avg_gpu_hours/aggregate-Year-public,1.054754,1.054751,,0.248501,0.248497
Jobs/parentscience/avg_gpu_hours/aggregate-Year-usr,1.088646,1.088638,,0.262967,0.262962
Jobs/parentscience/avg_gpu_hours/timeseries-Day-cd,0.141802,0.141796,,0.079676,0.079669
Jobs/parentscience/avg_gpu_hours/timeseries-Day-cs,0.144561,0.144557,,0.075426,0.075403
Jobs/parentscience/avg_gpu_hours/timeseries-Day-pi,0.150513,0.150506,,0.086566,0.08656
Jobs/parentscience/avg_gpu_hours/timeseries-Day-public,0.143439,0.143436,,0.082526,0.082522
Jobs/parentscience/avg_gpu_hours/timeseries-Day-usr,0.142859,0.142855,,0.084851,0.084848
Jobs/parentscience/avg_gpu_hours/timeseries-Month-cd,0.206544,0.206539,,0.095097,0.095094
Jobs/parentscience/avg_gpu_hours/timeseries-Month-cs,0.206556,0.206553,,0.091517,0.091513
Jobs/parentscience/avg_gpu_hours/timeseries-Month-pi,0.208567,0.208561,,0.100202,0.100198
Jobs/parentscience/avg_gpu_hours/timeseries-Month-public,0.204783,0.204781,,0.093493,0.093489
Jobs/parentscience/avg_gpu_hours/timeseries-Month-usr,0.203701,0.20369,,0.098583,0.098579
Jobs/parentscience/avg_gpu_hours/timeseries-Quarter-cd,0.393802,0.393797,,0.130085,0.130082
Jobs/parentscience/avg_gpu_hours/timeseries-Quarter-cs,0.400114,0.40011,,0.132603,0.132598
Jobs/parentscience/avg_gpu_hours/timeseries-Quarter-pi,0.401999,0.401994,,0.13433,0.134326
Jobs/parentscience/avg_gpu_hours/timeseries-Quarter-public,0.395661,0.395658,,0.129221,0.129217
Jobs/parentscience/avg_gpu_hours/timeseries-Quarter-usr,0.398861,0.398852,,0.135744,0.135741
Jobs/parentscience/avg_gpu_hours/timeseries-Year-cd,1.061999,1.061988,,0.269146,0.269143
Jobs/parentscience/avg_gpu_hours/timeseries-Year-cs,1.08552,1.085515,,0.282757,0.282752
Jobs/parentscience/avg_gpu_hours/timeseries-Year-pi,1.061496,1.061489,,0.266109,0.266106
Jobs/parentscience/avg_gpu_hours/timeseries-Year-public,1.035884,1.035873,,0.258788,0.258784
Jobs/parentscience/avg_gpu_hours/timeseries-Year-usr,1.033058,1.033054,,0.265586,0.265582
Jobs/parentscience/avg_gpus/aggregate-Day-cd,0.137114,0.13711,,0.072879,0.072875
Jobs/parentscience/avg_gpus/aggregate-Day-cs,0.136341,0.136337,,0.075789,0.075785
Jobs/parentscience/avg_gpus/aggregate-Day-pi,0.150244,0.15024,,0.080788,0.080784
Jobs/parentscience/avg_gpus/aggregate-Day-public,0.144659,0.144656,,0.073666,0.073663
Jobs/parentscience/avg_gpus/aggregate-Day-usr,0.140802,0.140798,,0.078313,0.07831
Jobs/parentscience/avg_gpus/aggregate-Month-cd,0.218416,0.218412,,0.095762,0.095758
Jobs/parentscience/avg_gpus/aggregate-Month-cs,0.210342,0.210338,,0.098132,0.098129
Jobs/parentscience/avg_gpus/aggregate-Month-pi,0.224426,0.224423,,0.102253,0.10225
Jobs/parentscience/avg_gpus/aggregate-Month-public,0.214856,0.214852,,0.096582,0.096578
Jobs/parentscience/avg_gpus/aggregate-Month-usr,0.219595,0.219589,,0.099243,0.09924
Jobs/parentscience/avg_gpus/aggregate-Quarter-cd,0.420114,0.420101,,0.147477,0.147472
Jobs/parentscience/avg_gpus/aggregate-Quarter-cs,0.415256,0.415252,,0.147092,0.147089
Jobs/parentscience/avg_gpus/aggregate-Quarter-pi,0.448055,0.448051,,0.152927,0.152922
Jobs/parentscience/avg_gpus/aggregate-Quarter-public,0.426167,0.426163,,0.145688,0.145683
Jobs/parentscience/avg_gpus/aggregate-Quarter-usr,0.429672,0.429667,,0.147686,0.147682
Jobs/parentscience/avg_gpus/aggregate-Year-cd,1.178761,1.178755,,0.316633,0.316627
Jobs/parentscience/avg_gpus/aggregate-Year-cs,1.160975,1.16097,,0.325348,0.325345
Jobs/parentscience/avg_gpus/aggregate-Year-pi,1.355038,1.35503,,0.333864,0.333858
Jobs/parentscience/avg_gpus/aggregate-Year-public,1.187991,1.187987,,0.329088,0.329084
Jobs/parentscience/avg_gpus/aggregate-Year-usr,1.171178,1.171173,,0.318628,0.318622
Jobs/parentscience/avg_gpus/timeseries-Day-cd,0.224421,0.224416,,0.099611,0.099607
Jobs/parentscience/avg_gpus/timeseries-Day-cs,0.233271,0.233265,,0.098364,0.09836
Jobs/parentscience/avg_gpus/timeseries-Day-pi,0.156049,0.156044,,0.094642,0.094638
Jobs/parentscience/avg_gpus/timeseries-Day-public,0.145858,0.145852,,0.084887,0.084882
Jobs/parentscience/avg_gpus/timeseries-Day-usr,0.154803,0.154796,,0.088685,0.088679
Jobs/parentscience/avg_gpus/timeseries-Month-cd,0.371502,0.371497,,0.137354,0.137351
Jobs/parentscience/avg_gpus/timeseries-Month-cs,0.376206,0.376202,,0.140145,0.140141
Jobs/parentscience/avg_gpus/timeseries-Month-pi,0.226852,0.226847,,0.111821,0.111818
Jobs/parentscience/avg_gpus/timeseries-Month-public,0.21902,0.219015,,0.116366,0.116362
Jobs/parentscience/avg_gpus/timeseries-Month-usr,0.220676,0.220653,,0.108968,0.108964
Jobs/parentscience/avg_gpus/timeseries-Quarter-cd,0.782314,0.782302,,0.241595,0.241592
Jobs/parentscience/avg_gpus/timeseries-Quarter-cs,0.801136,0.801128,,0.239741,0.239728
