Test Name,Realm,Group By,Statistic,Data Set Type,Aggregation Unit,MyISAM Total Time,MyISAM Start Transfer Time,InnoDB Total Time,InnoDB Start Transfer Time
Cloud/pi/cloud_num_sessions_ended/aggregate-Day-cd,Cloud,pi,cloud_num_sessions_ended,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/aggregate-Day-cs,Cloud,pi,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/aggregate-Day-pi,Cloud,pi,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/aggregate-Day-public,Cloud,pi,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Day-usr,Cloud,pi,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Month-cd,Cloud,pi,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Month-cs,Cloud,pi,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Month-pi,Cloud,pi,cloud_num_sessions_ended,aggregate,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Month-public,Cloud,pi,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Month-usr,Cloud,pi,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0008%,0.0012%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Quarter-cd,Cloud,pi,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Quarter-cs,Cloud,pi,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Quarter-pi,Cloud,pi,cloud_num_sessions_ended,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/aggregate-Quarter-public,Cloud,pi,cloud_num_sessions_ended,aggregate,Quarter,0.0009%,0.0009%,0.0012%,0.0012%
Cloud/pi/cloud_num_sessions_ended/aggregate-Quarter-usr,Cloud,pi,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_num_sessions_ended/aggregate-Year-cd,Cloud,pi,cloud_num_sessions_ended,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Year-cs,Cloud,pi,cloud_num_sessions_ended,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Year-pi,Cloud,pi,cloud_num_sessions_ended,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/aggregate-Year-public,Cloud,pi,cloud_num_sessions_ended,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/aggregate-Year-usr,Cloud,pi,cloud_num_sessions_ended,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_ended/timeseries-Day-cd,Cloud,pi,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Day-cs,Cloud,pi,cloud_num_sessions_ended,timeseries,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Day-pi,Cloud,pi,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Day-public,Cloud,pi,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Day-usr,Cloud,pi,cloud_num_sessions_ended,timeseries,Day,0.001%,0.001%,0.0016%,0.0016%
Cloud/pi/cloud_num_sessions_ended/timeseries-Month-cd,Cloud,pi,cloud_num_sessions_ended,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Month-cs,Cloud,pi,cloud_num_sessions_ended,timeseries,Month,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Month-pi,Cloud,pi,cloud_num_sessions_ended,timeseries,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Month-public,Cloud,pi,cloud_num_sessions_ended,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Month-usr,Cloud,pi,cloud_num_sessions_ended,timeseries,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Quarter-cd,Cloud,pi,cloud_num_sessions_ended,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Quarter-cs,Cloud,pi,cloud_num_sessions_ended,timeseries,Quarter,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Quarter-pi,Cloud,pi,cloud_num_sessions_ended,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Quarter-public,Cloud,pi,cloud_num_sessions_ended,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Quarter-usr,Cloud,pi,cloud_num_sessions_ended,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_ended/timeseries-Year-cd,Cloud,pi,cloud_num_sessions_ended,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Year-cs,Cloud,pi,cloud_num_sessions_ended,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Year-pi,Cloud,pi,cloud_num_sessions_ended,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Year-public,Cloud,pi,cloud_num_sessions_ended,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_ended/timeseries-Year-usr,Cloud,pi,cloud_num_sessions_ended,timeseries,Year,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/pi/cloud_num_sessions_running/aggregate-Day-cd,Cloud,pi,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Day-cs,Cloud,pi,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Day-pi,Cloud,pi,cloud_num_sessions_running,aggregate,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Day-public,Cloud,pi,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Day-usr,Cloud,pi,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Month-cd,Cloud,pi,cloud_num_sessions_running,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Month-cs,Cloud,pi,cloud_num_sessions_running,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Month-pi,Cloud,pi,cloud_num_sessions_running,aggregate,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Month-public,Cloud,pi,cloud_num_sessions_running,aggregate,Month,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Month-usr,Cloud,pi,cloud_num_sessions_running,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Quarter-cd,Cloud,pi,cloud_num_sessions_running,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Quarter-cs,Cloud,pi,cloud_num_sessions_running,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Quarter-pi,Cloud,pi,cloud_num_sessions_running,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Quarter-public,Cloud,pi,cloud_num_sessions_running,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Quarter-usr,Cloud,pi,cloud_num_sessions_running,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Year-cd,Cloud,pi,cloud_num_sessions_running,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Year-cs,Cloud,pi,cloud_num_sessions_running,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Year-pi,Cloud,pi,cloud_num_sessions_running,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/aggregate-Year-public,Cloud,pi,cloud_num_sessions_running,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_running/aggregate-Year-usr,Cloud,pi,cloud_num_sessions_running,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Day-cd,Cloud,pi,cloud_num_sessions_running,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Day-cs,Cloud,pi,cloud_num_sessions_running,timeseries,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Day-pi,Cloud,pi,cloud_num_sessions_running,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Day-public,Cloud,pi,cloud_num_sessions_running,timeseries,Day,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Day-usr,Cloud,pi,cloud_num_sessions_running,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Month-cd,Cloud,pi,cloud_num_sessions_running,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Month-cs,Cloud,pi,cloud_num_sessions_running,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Month-pi,Cloud,pi,cloud_num_sessions_running,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Month-public,Cloud,pi,cloud_num_sessions_running,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Month-usr,Cloud,pi,cloud_num_sessions_running,timeseries,Month,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Quarter-cd,Cloud,pi,cloud_num_sessions_running,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Quarter-cs,Cloud,pi,cloud_num_sessions_running,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Quarter-pi,Cloud,pi,cloud_num_sessions_running,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Quarter-public,Cloud,pi,cloud_num_sessions_running,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Quarter-usr,Cloud,pi,cloud_num_sessions_running,timeseries,Quarter,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Year-cd,Cloud,pi,cloud_num_sessions_running,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_running/timeseries-Year-cs,Cloud,pi,cloud_num_sessions_running,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Year-pi,Cloud,pi,cloud_num_sessions_running,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Year-public,Cloud,pi,cloud_num_sessions_running,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_running/timeseries-Year-usr,Cloud,pi,cloud_num_sessions_running,timeseries,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/aggregate-Day-cd,Cloud,pi,cloud_num_sessions_started,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Day-cs,Cloud,pi,cloud_num_sessions_started,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Day-pi,Cloud,pi,cloud_num_sessions_started,aggregate,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Day-public,Cloud,pi,cloud_num_sessions_started,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Day-usr,Cloud,pi,cloud_num_sessions_started,aggregate,Day,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/aggregate-Month-cd,Cloud,pi,cloud_num_sessions_started,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Month-cs,Cloud,pi,cloud_num_sessions_started,aggregate,Month,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Month-pi,Cloud,pi,cloud_num_sessions_started,aggregate,Month,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Month-public,Cloud,pi,cloud_num_sessions_started,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Month-usr,Cloud,pi,cloud_num_sessions_started,aggregate,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/aggregate-Quarter-cd,Cloud,pi,cloud_num_sessions_started,aggregate,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Quarter-cs,Cloud,pi,cloud_num_sessions_started,aggregate,Quarter,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Quarter-pi,Cloud,pi,cloud_num_sessions_started,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Quarter-public,Cloud,pi,cloud_num_sessions_started,aggregate,Quarter,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Quarter-usr,Cloud,pi,cloud_num_sessions_started,aggregate,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/aggregate-Year-cd,Cloud,pi,cloud_num_sessions_started,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/aggregate-Year-cs,Cloud,pi,cloud_num_sessions_started,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Year-pi,Cloud,pi,cloud_num_sessions_started,aggregate,Year,0.0008%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Year-public,Cloud,pi,cloud_num_sessions_started,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/aggregate-Year-usr,Cloud,pi,cloud_num_sessions_started,aggregate,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/timeseries-Day-cd,Cloud,pi,cloud_num_sessions_started,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Day-cs,Cloud,pi,cloud_num_sessions_started,timeseries,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Day-pi,Cloud,pi,cloud_num_sessions_started,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Day-public,Cloud,pi,cloud_num_sessions_started,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Day-usr,Cloud,pi,cloud_num_sessions_started,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/timeseries-Month-cd,Cloud,pi,cloud_num_sessions_started,timeseries,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/timeseries-Month-cs,Cloud,pi,cloud_num_sessions_started,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Month-pi,Cloud,pi,cloud_num_sessions_started,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Month-public,Cloud,pi,cloud_num_sessions_started,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Month-usr,Cloud,pi,cloud_num_sessions_started,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Quarter-cd,Cloud,pi,cloud_num_sessions_started,timeseries,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/timeseries-Quarter-cs,Cloud,pi,cloud_num_sessions_started,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Quarter-pi,Cloud,pi,cloud_num_sessions_started,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Quarter-public,Cloud,pi,cloud_num_sessions_started,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Quarter-usr,Cloud,pi,cloud_num_sessions_started,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Year-cd,Cloud,pi,cloud_num_sessions_started,timeseries,Year,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/pi/cloud_num_sessions_started/timeseries-Year-cs,Cloud,pi,cloud_num_sessions_started,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Year-pi,Cloud,pi,cloud_num_sessions_started,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_num_sessions_started/timeseries-Year-public,Cloud,pi,cloud_num_sessions_started,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_num_sessions_started/timeseries-Year-usr,Cloud,pi,cloud_num_sessions_started,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Day-cd,Cloud,pi,cloud_wall_time,aggregate,Day,0.0008%,0.0008%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Day-cs,Cloud,pi,cloud_wall_time,aggregate,Day,0.0008%,0.0008%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Day-pi,Cloud,pi,cloud_wall_time,aggregate,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/aggregate-Day-public,Cloud,pi,cloud_wall_time,aggregate,Day,0.0008%,0.0008%,0.0016%,0.0016%
Cloud/pi/cloud_wall_time/aggregate-Day-usr,Cloud,pi,cloud_wall_time,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Month-cd,Cloud,pi,cloud_wall_time,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Month-cs,Cloud,pi,cloud_wall_time,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Month-pi,Cloud,pi,cloud_wall_time,aggregate,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/aggregate-Month-public,Cloud,pi,cloud_wall_time,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/pi/cloud_wall_time/aggregate-Month-usr,Cloud,pi,cloud_wall_time,aggregate,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Quarter-cd,Cloud,pi,cloud_wall_time,aggregate,Quarter,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Quarter-cs,Cloud,pi,cloud_wall_time,aggregate,Quarter,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Quarter-pi,Cloud,pi,cloud_wall_time,aggregate,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/aggregate-Quarter-public,Cloud,pi,cloud_wall_time,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Quarter-usr,Cloud,pi,cloud_wall_time,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Year-cd,Cloud,pi,cloud_wall_time,aggregate,Year,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Year-cs,Cloud,pi,cloud_wall_time,aggregate,Year,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/pi/cloud_wall_time/aggregate-Year-pi,Cloud,pi,cloud_wall_time,aggregate,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/aggregate-Year-public,Cloud,pi,cloud_wall_time,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/aggregate-Year-usr,Cloud,pi,cloud_wall_time,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Day-cd,Cloud,pi,cloud_wall_time,timeseries,Day,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Day-cs,Cloud,pi,cloud_wall_time,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Day-pi,Cloud,pi,cloud_wall_time,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Day-public,Cloud,pi,cloud_wall_time,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Day-usr,Cloud,pi,cloud_wall_time,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Month-cd,Cloud,pi,cloud_wall_time,timeseries,Month,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Month-cs,Cloud,pi,cloud_wall_time,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Month-pi,Cloud,pi,cloud_wall_time,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Month-public,Cloud,pi,cloud_wall_time,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Month-usr,Cloud,pi,cloud_wall_time,timeseries,Month,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Quarter-cd,Cloud,pi,cloud_wall_time,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Quarter-cs,Cloud,pi,cloud_wall_time,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Quarter-pi,Cloud,pi,cloud_wall_time,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Quarter-public,Cloud,pi,cloud_wall_time,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Quarter-usr,Cloud,pi,cloud_wall_time,timeseries,Quarter,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Year-cd,Cloud,pi,cloud_wall_time,timeseries,Year,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/pi/cloud_wall_time/timeseries-Year-cs,Cloud,pi,cloud_wall_time,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Year-pi,Cloud,pi,cloud_wall_time,timeseries,Year,0.0008%,0.0008%,0.0016%,0.0016%
Cloud/pi/cloud_wall_time/timeseries-Year-public,Cloud,pi,cloud_wall_time,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0015%
Cloud/pi/cloud_wall_time/timeseries-Year-usr,Cloud,pi,cloud_wall_time,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/project/cloud_avg_cores_reserved/aggregate-Day-cd,Cloud,project,cloud_avg_cores_reserved,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/project/cloud_avg_cores_reserved/aggregate-Day-cs,Cloud,project,cloud_avg_cores_reserved,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/project/cloud_avg_cores_reserved/aggregate-Day-pi,Cloud,project,cloud_avg_cores_reserved,aggregate,Day,0.001%,0.001%,0.0015%,0.0015%
Cloud/project/cloud_avg_cores_reserved/aggregate-Day-public,Cloud,project,cloud_avg_cores_reserved,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/project/cloud_avg_cores_reserved/aggregate-Day-usr,Cloud,project,cloud_avg_cores_reserved,aggregate,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/project/cloud_avg_cores_reserved/aggregate-Month-cd,Cloud,project,cloud_avg_cores_reserved,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/project/cloud_avg_cores_reserved/aggregate-Month-cs,Cloud,project,cloud_avg_cores_reserved,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
